//ItemType	ItemIndex	ItemLevel	ItemName
10120.gif	"Wind Gloves"						
10130.gif	"Spirit Gloves"						
10140.gif	"Guardian Gloves"					
10150.gif	"Storm Crow Gloves"					
10160.gif	"Black Dragon Gloves"				
10170.gif	"Dark Phoenix Gloves"				
10180.gif	"Grand Soul Gloves"					
10190.gif	"Divine Gloves"						
10200.gif	"Thunder Hawk Gloves"				
10210.gif	"Great Dragon Gloves"				
10220.gif	"Dark Soul Gloves"					
10230.gif	"Hurricane Gloves"					
10240.gif	"Red Spirit Gloves"					
10250.gif	"Light Plate Gloves"				
10260.gif	"Adamantine Gloves"					
10270.gif	"Dark Steel Gloves"					
10280.gif	"Dark Master Gloves"				
10290.gif	"Dragon Knight Gloves"				
10300.gif	"Venom Mist Gloves"					
10310.gif	"Sylphid Ray Gloves"				
10320.gif	"Volcano Gloves"					
10330.gif	"Sunlight Gloves"					
10340.gif	"Ashcrow Gloves"					
10350.gif	"Eclipse Gloves"					
10360.gif	"Iris Gloves"						
10370.gif	"Valiant Gloves"					
10380.gif	"Glorious Gloves"					
10390.gif	"Archon Guardian Gloves"			
1100.gif	"Bronze Boots"						
1110.gif	"Dragon Boots"						
1120.gif	"Pad Boots"							
1130.gif	"Legendary Boots"					
1140.gif	"Bone Boots"						
1150.gif	"Leather Boots"						
1160.gif	"Scale Boots"						
1170.gif	"Sphinx Boots"						
1180.gif	"Brass Boots"						
1190.gif	"Plate Boots"						
11100.gif	"Vine Boots"						
11110.gif	"Silk Boots"						
11120.gif	"Wind Boots"						
11130.gif	"Spirit Boots"						
11140.gif	"Guardian Boots"					
11150.gif	"Storm Crow Boots"					
11160.gif	"Black Dragon Boots"				
11170.gif	"Dark Phoenix Boots"				
11180.gif	"Grand Soul Boots"					
11190.gif	"Divine Boots"						
11200.gif	"Thunder Hawk Boots"				
11210.gif	"Great Dragon Boots"				
11220.gif	"Dark Soul Boots"					
11230.gif	"Hurricane Boots"					
11240.gif	"Red Spirit Boots"					
11250.gif	"Light Plate Boots"					
11260.gif	"Adamantine Boots"					
11270.gif	"Dark Steel Boots"					
11280.gif	"Dark Master Boots"					
11290.gif	"Dragon Knight Boots"				
11300.gif	"Venom Mist Boots"					
11310.gif	"Sylphid Ray Boots"					
11320.gif	"Volcano Boots"						
11330.gif	"Sunlight Boots"					
11340.gif	"Ashcrow Boots"						
11350.gif	"Eclipse Boots"						
11360.gif	"Iris Boots"						
11370.gif	"Valiant Boots"						
11380.gif	"Glorious Boots"					
11390.gif	"Archon Guardian Boots"				
1200.gif	"Wings of Elf"						
1210.gif	"Wings of Heaven"					
1220.gif	"Wings of Satan"					
1230.gif	"Wings of Spirits"					
1240.gif	"Wings of Soul"						
1250.gif	"Wings of Dragon"					
1260.gif	"Wings of Darkness"					
1270.gif	"Orb of Twisting Slash"				
1280.gif	"Healing Orb"						
1290.gif	"Orb of Greater Defense"			
12100.gif	"Orb of Greater Damage"				
12110.gif	"Orb of Summoning"					
12120.gif	"Orb of Rageful Blow"				
12130.gif	"Orb of Impale"						
12140.gif	"Orb of Greater Fortitude"			
12150.gif	"Jewel of Chaos"					
12160.gif	"Orb of Fire Slash"					
12170.gif	"Orb of Penetration"				
12180.gif	"Orb of Ice Arrow"					
12190.gif	"Orb of Death Stab"					
12210.gif	"Scroll of FireBurst"				
12220.gif	"Scroll of Summon"					
12230.gif	"Scroll of Critical Damage"			
12240.gif	"Scroll of Electric Spark"			
12260.gif	"Gem of Secret"						
12300.gif	"Bundled Jewel of Bless"			
12310.gif	"Bundled Jewel of Soul"				
12320.gif	"Chaos Castle Box"					
12330.gif	"Illusion Temple Box"				
12340.gif	"Blood Castle Box"					
12350.gif	"Scroll of Fire Scream"				
12360.gif	"Wings of Storm"	    			
12370.gif	"Wings of Space-Time"				
12380.gif	"Wings of Illusion"	    			
12390.gif	"Wings of Doom"         			
12400.gif	"Mantle of Monarch"	    			
12410.gif	"Wings of Angel"	    			
12420.gif	"Wings of Power"	    			
12430.gif	"Wings of Butterfly"	    		
12440.gif	"Wings of Dream"	    			
12450.gif	"Mantle of Darkness"	    		
1300.gif	"Guardian Angel"					
1310.gif	"Imp"								
1320.gif	"Horn of Uniria"					
1330.gif	"Horn of Dinorant"					
1340.gif	"Dark Horse"						
1350.gif	"Dark Raven"						
1370.gif	"Contract (Summon)"					
1380.gif	"Ring of Ice"						
1390.gif	"Ring of Poison"					
13100.gif	"Transformation Ring"				
13110.gif	"Order (Guardian/Life Stone)"		
13120.gif	"Pendant of Lightning"				
13130.gif	"Pendant of Fire"					
13140.gif	"Loch's Feather"					
13150.gif	"Fruit"								
13160.gif	"Scroll of Archangel"				
13170.gif	"Blood Bone"						
13180.gif	"Cloak of Invisibility"				
13190.gif	"Divine Weapon of Archangel"		
13200.gif	"Wizards Ring"						
13210.gif	"Ring of Fire"						
13220.gif	"Ring of Earth"						
13230.gif	"Ring of Wind"						
13240.gif	"Ring of Magic"						
13250.gif	"Pendant of Ice"					
13260.gif	"Pendant of Wind"					
13270.gif	"Pendant of Water"					
13280.gif	"Pendant of Ability"				
13290.gif	"Armor of Guardsman"				
13300.gif	"Cape of Lord"						
13310.gif	"Spirit"							
13320.gif	"Splinter of Armor"					
13330.gif	"Bless of Guardian"					
13340.gif	"Claw of Beast"						
13350.gif	"Fragment of Horn"					
13360.gif	"Broken Horn"						
13370.gif	"Horn of Fenrir"					
13380.gif	"Moonstone Ring"					
13390.gif	"Skeleton Warrior Ring"				
13400.gif	"Jack O'Lantern Ring"				
13410.gif	"Santa Girl Ring"					
13420.gif	"GameMaster Ring"					
13430.gif	"Seal of Ascension"					
13440.gif	"Seal of Wealth"					
13450.gif	"Seal of Sustenance"				
13460.gif	"Blessed Devil Invasion"			
13470.gif	"Blessed invisibility Cloak" 		
13480.gif	"Blessed Lost Map"					
13490.gif	"Old Scroll"						
13500.gif	"Illusion Sorcerer Covenant" 		
13510.gif	"Scroll of Blood"					
13520.gif	"Flame of Condor"					
13530.gif	"Feather of Condor"					
13540.gif	"Reset Fruit Strength"				
13550.gif	"Reset Fruit Agility"				
13560.gif	"Reset Fruit Vitality"				
13570.gif	"Reset Fruit Energy"				
13580.gif	"Reset Fruit Command"				
13590.gif	"Seal of Mobility"					
13610.gif	"illiusion temple ticket"			
1400.gif	"Apple"					
1410.gif	"Small Healing Potion"	
1420.gif	"Medium Healing Potion"	
1430.gif	"Large Healing Potion"	
1440.gif	"Small Mana Potion"		
1450.gif	"Medium Mana Potion"	
1460.gif	"Large Mana Potion"		
1470.gif	"Siege Potion"			
1480.gif	"Antidote"				
1490.gif	"Ale"					
14100.gif	"Town Portal Scroll"	
14110.gif	"Box of Luck"			
14120.gif	"Heart"					
14130.gif	"Jewel of Bless"		
14140.gif	"Jewel of Soul"			
14150.gif	"Zen"					
14160.gif	"Jewel of Life"			
14170.gif	"Devil's Eye"			
14180.gif	"Devil's Key"			
14190.gif	"Devil's Invitation"	
14200.gif	"Remedy of Love"		
14210.gif	"Rena"					
14220.gif	"Jewel of Creation"		
14230.gif	"Scroll of Emperor"		
14240.gif	"Broken Sword"			
14250.gif	"Tear of Elf"			
14260.gif	"Soul Shard of Wizard"	
14280.gif	"Lost Map"				
14290.gif	"Symbol of Kundun"		
14310.gif	"Jewel of Guardian"		
14320.gif	"Pink Chocolate Box"	
14330.gif	"Red Chocolate Box"		
14340.gif	"Blue Chocolate Box"	
14350.gif	"Small SD Potion"		
14360.gif	"Medium SD Potion"		
14370.gif	"Large SD Potion"		
14380.gif	"Small AG Potion"		
14390.gif	"Medium AG Potion"		
14400.gif	"Large AG Potion"		
14410.gif	"Gemstone"				
14420.gif	"Jewel of Harmony"		
14430.gif	"Lower Refining Stone"	
14440.gif	"Higher Refining Stone"	
14450.gif	"Halloween Pumpkin"					
14460.gif	"Jack O'Lantern Bless Scroll"		
14470.gif	"Jack O'Lantern Rage Scroll"		
14480.gif	"Jack O'Lantern Scream Scroll"		
14490.gif	"Jack O'Lantern Food Scroll"		
14500.gif	"Jack O'Lantern Drink Scroll"		
14510.gif	"Star"								
14520.gif	"GameMaster Box"					
14530.gif	"Symbol of luck"					
14540.gif	"Chaos Card"						
14550.gif	"Green Chaos Box"					
14560.gif	"Pink Chaos Box"					
14570.gif	"Purple Chaos Box"					
14580.gif	"Rare item Ticket 1"				
14590.gif	"Rare item Ticket 2"				
14600.gif	"Rare item Ticket 3"				
14610.gif	"Rare item Ticket 4"				
14620.gif	"Rare item Ticket 5"				
14630.gif	"Firecracker"						
14640.gif	"Cursed Castle Water"				
14650.gif	"Flame of Death Beam Knight"		
14660.gif	"Horn of Hell Maine"				
14670.gif	"Feather of Phoenix of Darkness"	
14700.gif	"Enhanced Healing Potion"			
14710.gif	"Enhanced Mana Potion"				
14720.gif	"Scroll of Quickness"				
14730.gif	"Scroll of Shield"					
14740.gif	"Scroll of Might"					
14750.gif	"Scroll of Empower"					
14760.gif	"Scroll of Bless the Body"			
14770.gif	"Scroll of Bless the Soul"			
14780.gif	"Potion: increasing Strength"		
14790.gif	"Potion: increasing Agility"		
14800.gif	"Potion: increasing Vitality"		
14810.gif	"Potion: increasing Energy"			
14820.gif	"Potion: increasing Command"		
14830.gif	"Rare Item Ticket 6"				
14840.gif	"Moss The Merchant Item 1"		
14850.gif	"Moss The Merchant Item 2"		
14860.gif	"Moss The Merchant Item 3"		
14870.gif	"Moss The Merchant Item 4"		
14880.gif	"Moss The Merchant Item 5"		
14890.gif	"Scorpion Mobility"				
14900.gif	"Jewel Of Exellent"	
14910.gif	"Jewel Of Wings"	
14920.gif	"Jewel Of Luck"		
14930.gif	"Jewel Of Skill"	
14950.gif	"Jewel Of Evalution"
14960.gif	"Jewel Of Ancent"	
14970.gif	"Jewel Of Option"	
14980.gif	"Jewel Of PvP"		
14990.gif	"Jewel Of Mistic"	
141000.gif	"Jewel Of Level"	
141020.gif	"Coin 100kk"        
141030.gif	"Coin 500kk"        
141040.gif	"Coin 1kkk"         
141050.gif	"BC Box"			
141060.gif	"CC Box"			
141070.gif	"DS Box"			
141470.gif	"Test"				
141500.gif	"Amulet"			
141510.gif	"Amulet"			
141520.gif	"Amulet"			
141530.gif	"Amulet"			
141540.gif	"Amulet"			
141550.gif	"Amulet"			
141560.gif	"Amulet"			
1500.gif	"Scroll of Poison"		
1510.gif	"Scroll of Meteorite"	
1520.gif	"Scroll of Lighting"	
1530.gif	"Scroll of Fire Ball"	
1540.gif	"Scroll of Flame"		
1550.gif	"Scroll of Teleport"	
1560.gif	"Scroll of Ice"			
1570.gif	"Scroll of Twister"		
1580.gif	"Scroll of Evil Spirit"	
1590.gif	"Scroll of Hellfire"	
15100.gif	"Scroll of Power Wave"	
15110.gif	"Scroll of Aqua Beam"	
15120.gif	"Scroll of Cometfall"	
15130.gif	"Scroll of Inferno"		
15140.gif	"Scroll of Teleport"	
15150.gif	"Scroll of Soul Barrier"
15160.gif	"Scroll of Decay"		
15170.gif	"Scroll of Ice Storm"	
15180.gif	"Scroll of Nova"	
